City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,elko,41.0002,-115.5012,4.01,88,100,7.15,US,1678862153
284,freeport,40.6576,-73.5832,2.77,67,20,10.8,US,1678862337
285,vardo,70.3705,31.1107,-2.01,100,100,6.17,NO,1678862355
286,ichinohe,40.2069,141.3017,9.67,55,74,1.65,JP,1678862355
287,la seyne-sur-mer,43.0982,5.8847,10.97,66,100,4.92,FR,1678861920
288,macapa,0.0389,-51.0664,23.99,100,100,2.06,BR,1678862357
289,borgarnes,64.5383,-21.9206,-8.97,72,0,4.72,IS,1678862358
290,yulara,-25.2406,130.9889,38.33,10,5,2.21,AU,1678862359
291,sorland,67.667,12.6934,-0.08,59,54,11.13,NO,1678862098
292,monrovia,6.3005,-10.7969,21.87,84,67,2.72,LR,1678862360
293,panlaitan,12.1191,119.8486,27.14,68,75,2.55,PH,1678862361
294,bhinmal,25.0,72.25,33.36,11,100,1.81,IN,1678862033
295,eskil,38.4017,33.4131,6.52,78,100,2.07,TR,1678862362
296,punuare,14.7333,-85.9667,21.68,96,100,0.4,HN,1678862363
297,lingao,19.9103,109.6859,26.41,60,73,7.21,CN,1678862363
298,olinda,-8.0089,-34.8553,25.85,78,40,2.06,BR,1678862127
299,lorengau,-2.0226,147.2712,27.89,79,100,3.06,PG,1678862365
300,starogard gdanski,53.964,18.5264,2.03,76,100,5.66,PL,1678862366
301,valparaiso,-33.0393,-71.6273,19.44,63,0,1.03,CL,1678861975
302,chiang klang,19.2938,100.8617,36.41,23,38,1.68,TH,1678862367
303,westport,41.1415,-73.3579,2.83,81,0,7.72,US,1678862190
304,chifeng,42.2683,118.9636,1.17,12,5,10.5,CN,1678862369
305,miles city,46.4083,-105.8406,1.54,69,100,4.63,US,1678862369
306,plettenberg bay,-34.0527,23.3716,19.95,91,100,0.91,ZA,1678862370
307,mezen,65.8522,44.24,1.5,100,100,4.97,RU,1678862371
308,daru,-9.0763,143.2092,28.35,76,100,2.19,PG,1678862372
309,ubrique,36.6778,-5.446,11.0,47,0,2.22,ES,1678861829
310,ancud,-41.8697,-73.8203,8.79,88,100,3.56,CL,1678862373
311,beringovskiy,63.05,179.3167,-16.28,85,100,0.81,RU,1678862144
312,pevek,69.7008,170.3133,-22.8,91,11,3.41,RU,1678862072
313,belgrade,44.804,20.4651,8.55,61,0,2.57,RS,1678862217
314,waipawa,-41.4122,175.5153,12.52,86,13,2.2,NZ,1678862375
315,puro,12.4841,123.3827,28.95,67,100,4.2,PH,1678862376
316,zhukovka,53.534,33.728,4.0,87,100,5.74,RU,1678862377
317,arlit,18.7369,7.3853,24.92,13,0,2.51,NE,1678862378
318,kaeo,-35.1,173.7833,19.07,77,2,1.72,NZ,1678862379
319,podosinovets,60.2776,47.0659,1.28,97,100,5.45,RU,1678862379
320,geraldton,-28.7667,114.6,32.23,33,0,7.72,AU,1678861896
321,bargi,22.9833,79.8667,33.72,17,100,2.4,IN,1678862380
322,china,25.7,-99.2333,17.74,93,100,3.52,MX,1678862381
323,kavaratti,10.5669,72.642,27.79,69,3,1.01,IN,1678862382
324,paulista,-7.9408,-34.8731,25.92,83,100,1.97,BR,1678862383
325,suksun,57.1431,57.3949,-0.29,96,100,7.41,RU,1678862383
326,kushmurun,52.4503,64.6311,-4.88,83,19,4.44,KZ,1678862384
327,meppen,52.6906,7.291,0.7,93,40,2.06,DE,1678862385
328,kazan,55.7887,49.1221,2.34,78,100,6.68,RU,1678862385
329,bereda,43.2686,-7.5406,7.3,100,97,0.92,ES,1678862386
330,songkhla,6.8333,100.6667,30.86,48,81,5.73,TH,1678862387
331,pacifica,37.6138,-122.4869,10.23,84,75,6.17,US,1678862220
332,manicore,-5.8092,-61.3003,21.68,99,100,0.88,BR,1678862388
333,prince rupert,54.3161,-130.3201,3.83,93,75,11.32,CA,1678862388
334,soyo,-6.1349,12.3689,27.44,77,81,3.89,AO,1678862389
335,byron bay,-28.65,153.6167,27.62,79,56,4.51,AU,1678862135
336,alpinopolis,-20.8636,-46.3881,17.63,97,100,1.52,BR,1678862390
337,muscat,23.6139,58.5922,27.01,50,5,3.45,OM,1678862368
338,lensk,60.7253,114.9278,-6.61,76,100,4.99,RU,1678862391
339,juxtlahuaca,17.4294,-99.1467,18.63,74,39,1.06,MX,1678862392
340,hofn,64.2539,-15.2082,-8.34,67,1,9.75,IS,1678862393
341,camocim,-2.9022,-40.8411,24.02,88,100,0.88,BR,1678862394
342,navahrudak,53.6,25.8333,4.2,94,100,5.71,BY,1678862394
343,thinadhoo,0.5333,72.9333,27.9,74,38,3.4,MV,1678862021
344,vaasa,63.096,21.6158,-5.95,94,20,3.58,FI,1678862395
345,baijiantan,45.6333,85.1833,10.52,51,6,1.97,CN,1678862396
346,sholokhove,47.6945,34.0312,5.97,72,97,5.43,UA,1678862397
347,zhicheng,30.2956,111.5047,22.91,20,0,7.41,CN,1678862397
348,porto santo,33.072,-16.3415,16.21,72,40,3.09,PT,1678862398
349,srednekolymsk,67.45,153.6833,-10.62,94,100,1.52,RU,1678862399
350,sur,22.5667,59.5289,29.21,42,11,3.67,OM,1678862399
351,puerto escondido,15.85,-97.0667,24.64,74,0,2.14,MX,1678862400
352,shiyan,32.6475,110.7781,18.6,16,99,8.39,CN,1678862401
353,potosi,-19.5836,-65.7531,6.68,83,33,0.76,BO,1678862124
354,darien,41.752,-87.974,-2.87,81,0,2.57,US,1678861930
355,chernyshevskiy,63.0128,112.4714,-10.45,87,50,5.35,RU,1678862403
356,balikpapan,-1.2675,116.8289,29.55,70,20,1.54,ID,1678862404
357,paamiut,61.994,-49.6678,-3.74,93,100,3.0,GL,1678862405
358,klaksvik,62.2266,-6.589,-0.49,60,100,8.34,FO,1678862406
359,barguzin,53.6167,109.6167,-7.15,68,87,2.0,RU,1678862407
360,naruto,34.1833,134.6167,18.99,72,20,9.77,JP,1678862408
361,egvekinot,66.3167,-179.1667,-24.17,81,100,1.56,RU,1678862409
362,ulladulla,-35.35,150.4667,28.2,68,53,0.96,AU,1678862410
363,cayenne,4.9333,-52.3333,25.02,88,100,1.03,GF,1678862411
364,alekseyevsk,57.8406,108.3492,-4.64,73,97,1.01,RU,1678862413
365,kununurra,-15.7667,128.7333,35.99,38,40,5.66,AU,1678862162
366,tadine,-21.55,167.8833,25.59,88,100,8.5,NC,1678862414
367,gilgit,35.9221,74.3087,11.08,42,11,0.37,PK,1678862415
368,salinopolis,-0.6136,-47.3561,23.65,92,100,1.23,BR,1678862416
369,ekhabi,53.5102,142.9671,-2.3,85,100,6.31,RU,1678862417
370,payo,-3.7508,103.6372,31.24,58,83,1.76,ID,1678862417
371,hearst,49.6835,-83.6665,-6.86,96,32,2.26,CA,1678862418
372,livingston,55.9029,-3.5226,-1.4,86,0,2.06,GB,1678862419
373,port hawkesbury,45.6169,-61.3485,0.77,98,100,9.26,CA,1678862139
374,hameenlinna,60.996,24.4643,0.64,88,100,3.16,FI,1678862421
375,grand gaube,-20.0064,57.6608,28.22,69,43,4.47,MU,1678862422
376,kysyl-syr,63.8986,122.7617,-9.59,88,100,2.87,RU,1678862423
377,chimoio,-19.1164,33.4833,21.16,74,9,1.85,MZ,1678862424
378,gidole,5.65,37.3667,17.89,64,84,1.03,ET,1678862425
379,bahir dar,11.5936,37.3908,24.23,22,14,1.77,ET,1678862426
380,houma,29.5958,-90.7195,12.22,84,100,3.6,US,1678861804
381,tall kayf,37.0833,41.0667,15.19,65,84,8.62,TR,1678862427
382,marsa matruh,31.3525,27.2453,14.55,66,7,5.59,EG,1678862428
383,labuhan,-6.8844,112.2051,28.88,68,100,2.97,ID,1678862428
384,udachnyy,66.4167,112.4,-8.64,51,91,6.0,RU,1678862015
385,yeppoon,-23.1333,150.7333,32.88,76,3,4.91,AU,1678862430
386,shakawe,-18.3667,21.85,25.0,48,1,4.33,BW,1678862089
387,excelsior springs,39.3392,-94.2261,5.93,65,0,4.01,US,1678862400
388,brandon,27.9378,-82.2859,15.57,57,0,5.66,US,1678862344
389,juneau,58.3019,-134.4197,-1.55,97,100,2.56,US,1678862433
390,comodoro rivadavia,-45.8667,-67.5,14.92,82,100,1.54,AR,1678862362
391,aldan,58.6031,125.3894,-11.3,90,100,5.46,RU,1678862434
392,isangel,-19.55,169.2667,30.06,74,40,1.54,VU,1678862031
393,rawson,-43.3002,-65.1023,22.19,24,68,3.55,AR,1678862435
394,itarema,-2.9248,-39.9167,24.4,86,100,1.63,BR,1678862436
395,praia da vitoria,38.7333,-27.0667,15.42,88,40,9.92,PT,1678861800
396,khorixas,-20.3667,14.9667,27.52,15,6,3.71,NA,1678862437
397,samfya,-11.3649,29.5565,17.77,96,100,0.63,ZM,1678862438
398,nantucket,41.2835,-70.0995,3.08,89,100,10.8,US,1678862146
399,pangnirtung,66.1451,-65.7125,-20.27,97,100,1.76,CA,1678862439
400,kuusamo,65.9667,29.1833,-5.98,86,40,3.09,FI,1678862440
401,billings,45.7833,-108.5007,2.94,68,75,3.09,US,1678862245
402,saint-louis,16.3333,-15.0,21.8,40,5,3.69,SN,1678862087
403,mackenzie,55.2999,-123.1698,-5.88,79,100,2.06,CA,1678862442
404,jimani,18.4917,-71.8502,22.77,86,18,1.43,DO,1678862442
405,takoradi,4.8845,-1.7554,27.1,83,50,4.0,GH,1678862444
406,hualmay,-11.0964,-77.6139,23.67,85,100,1.12,PE,1678862444
407,tukrah,32.5341,20.5791,15.23,63,0,7.27,LY,1678862445
408,cheney,47.4874,-117.5758,1.77,73,75,2.57,US,1678862445
409,pilani,28.3684,75.6041,33.76,11,100,1.83,IN,1678862446
410,zyryanka,65.75,150.85,-8.56,95,100,2.2,RU,1678862447
411,ialibu,-6.2821,143.9935,15.08,98,100,1.11,PG,1678862447
412,port hardy,50.6996,-127.4199,4.0,100,75,2.06,CA,1678862449
413,nyanza,-2.3519,29.7509,15.88,92,100,0.16,RW,1678862449
414,rawlins,41.7911,-107.2387,3.94,65,0,14.92,US,1678862450
415,imperia,43.9667,7.7833,9.92,31,12,2.75,IT,1678862451
416,ust-ilimsk,58.0006,102.6619,-3.98,69,45,2.62,RU,1678862451
417,santa catalina,9.3337,122.8637,30.99,72,48,1.79,PH,1678862452
418,hvolsvollur,63.7533,-20.2243,-11.21,53,0,4.75,IS,1678862453
419,bijie,27.3125,105.2942,12.36,86,100,2.95,CN,1678862453
420,athni,16.7333,75.0667,32.57,17,100,3.14,IN,1678862346
421,coihaique,-45.5752,-72.0662,6.97,76,20,2.57,CL,1678862067
422,alta floresta,-9.8756,-56.0861,20.92,99,100,0.49,BR,1678862455
423,douglas,41.3,-96.167,4.62,64,0,7.72,US,1678862455
424,kovur,14.4833,79.9833,32.03,46,0,6.45,IN,1678862456
425,te anau,-45.4167,167.7167,14.04,67,56,2.39,NZ,1678862053
426,mushie,-3.0167,16.9,23.8,86,100,0.69,CD,1678862457
427,rosetta,31.4044,30.4164,16.52,58,45,5.75,EG,1678862458
428,ljungby,56.8332,13.9408,0.34,77,11,5.19,SE,1678862459
429,hamilton,39.1834,-84.5333,-2.21,82,0,0.0,US,1678862244
430,kavieng,-2.5744,150.7967,27.7,78,89,3.66,PG,1678862033
431,eydhafushi,5.1033,73.0708,27.32,79,18,4.8,MV,1678862460
432,saint-augustin,51.226,-58.6502,-4.16,90,100,7.01,CA,1678862461
433,clemencia,10.5665,-75.325,26.65,89,100,3.6,CO,1678862462
434,mingguang,32.7802,117.9638,15.58,28,99,9.78,CN,1678862463
435,kazachinskoye,57.6953,93.2761,-0.04,89,100,3.51,RU,1678862464
436,ambon,-3.6954,128.1814,32.08,62,40,3.6,ID,1678862063
437,dukat,62.55,155.55,-9.32,88,78,3.69,RU,1678862465
438,minna,9.6139,6.5569,25.81,12,65,1.2,NG,1678862466
439,sao filipe,14.8961,-24.4956,22.87,71,0,3.67,CV,1678862020
440,grenaa,56.4158,10.8783,0.12,88,8,8.05,DK,1678862467
441,kalabo,-14.97,22.6814,22.92,66,73,2.83,ZM,1678862468
442,ylojarvi,61.5563,23.5961,-1.32,94,75,2.57,FI,1678862469
443,show low,34.2542,-110.0298,8.38,58,40,3.6,US,1678862470
444,santa margherita ligure,44.3346,9.212,12.09,47,1,0.89,IT,1678862471
445,pontianak,-0.0333,109.3333,31.99,59,75,3.6,ID,1678862471
446,jiexiu,37.0244,111.9125,11.25,10,97,1.49,CN,1678862301
447,kitimat,54.0524,-128.6534,1.21,30,67,0.62,CA,1678862231
448,akyab,20.15,92.9,28.54,61,9,4.9,MM,1678862473
449,lata,40.1629,-8.3327,5.04,85,31,1.6,PT,1678862474
450,colomi,-17.35,-65.8667,10.82,94,99,1.34,BO,1678862475
451,sibolga,1.7427,98.7792,28.78,78,41,1.93,ID,1678862476
452,tsybuliv,49.0766,29.8461,4.88,76,83,5.71,UA,1678862477
453,port macquarie,-31.4333,152.9167,24.38,74,2,2.0,AU,1678862478
454,beipiao,41.7919,120.7792,4.58,9,1,8.66,CN,1678862479
455,rio grande,-32.035,-52.0986,24.85,87,98,7.39,BR,1678862387
456,palauig,15.435,119.9045,27.68,69,11,5.16,PH,1678862480
457,chilca,-12.5211,-76.7372,23.56,85,100,0.6,PE,1678862481
458,nyurba,63.2842,118.3319,-7.89,84,100,3.72,RU,1678862482
459,namatanai,-3.6667,152.4333,27.49,79,100,2.36,PG,1678862483
460,gravdal,68.1214,13.5031,-6.06,100,40,0.0,NO,1678862483
461,kurchum,48.5722,83.6542,0.67,73,57,0.71,KZ,1678862482
462,at-bashi,41.1702,75.8106,-0.72,69,100,0.3,KG,1678862485
463,voinesti,47.0667,27.4167,9.09,65,20,6.17,RO,1678862486
464,kupino,54.3663,77.2981,-0.65,86,100,4.61,RU,1678862487
465,yerofey pavlovich,53.9667,121.9667,-7.35,66,100,4.38,RU,1678862488
466,livny,52.4253,37.6069,2.3,75,10,6.22,RU,1678862230
467,bambanglipuro,-7.95,110.2833,29.47,66,76,4.51,ID,1678862489
468,komsomolskiy,40.4272,71.7189,17.4,45,100,3.09,UZ,1678862490
469,jaora,23.6333,75.1333,33.11,11,100,1.98,IN,1678862491
470,poum,-20.2333,164.0167,24.44,91,100,4.85,NC,1678862492
471,montlucon,46.3333,2.6,2.06,96,100,1.23,FR,1678862493
472,redcliffe,-27.2307,153.0973,29.7,47,40,6.69,AU,1678862493
473,svetlaya,46.5389,138.3297,2.2,94,100,6.6,RU,1678862494
474,mrakovo,52.7161,56.6244,-2.85,87,50,2.0,RU,1678862495
475,samarai,-10.6167,150.6667,28.69,75,100,2.06,PG,1678862496
476,kentau,43.5206,68.5094,15.75,32,55,1.81,KZ,1678862496
477,karangasem,-8.45,115.6167,29.24,64,34,2.56,ID,1678862497
478,sampit,-2.5333,112.95,30.2,60,95,2.27,ID,1678862498
479,beira,-19.8436,34.8389,23.82,81,42,3.03,MZ,1678862499
480,lewiston,44.1003,-70.2148,0.58,93,100,9.77,US,1678862487
481,plastun,44.7561,136.2939,2.46,96,100,2.31,RU,1678862500
482,darhan,49.4867,105.9228,-4.23,56,95,2.85,MN,1678862501
483,karratha,-20.7377,116.8463,34.3,44,0,6.78,AU,1678862502
484,conde,-7.2597,-34.9075,24.7,88,20,2.06,BR,1678862502
485,saint anthony,45.0205,-93.218,-0.68,79,0,7.2,US,1678862503
486,puerto cabezas,14.0351,-83.3888,24.89,85,100,2.29,NI,1678862504
487,san alberto,7.7611,-73.3922,22.73,90,8,1.7,CO,1678862504
488,atherton,53.5237,-2.4935,0.79,95,99,1.75,GB,1678862505
489,snezhnogorsk,69.1933,33.2531,-5.12,96,100,1.52,RU,1678862506
490,san jose del guaviare,2.5729,-72.6459,21.81,88,21,0.43,CO,1678862507
491,nhlangano,-27.1167,31.2,21.19,64,0,0.53,SZ,1678862507
492,mangaluru,12.8667,74.8833,33.48,52,20,2.57,IN,1678862508
493,lavrentiya,65.5833,-171.0,-24.13,84,1,3.78,RU,1678862508
494,hovd,48.0056,91.6419,5.74,27,0,2.52,MN,1678862509
495,varberg,57.1056,12.2508,2.81,86,10,9.11,SE,1678862510
496,semey,50.4111,80.2275,6.12,65,0,5.0,KZ,1678862477
497,leoben,47.3461,15.1257,3.78,71,100,2.32,AT,1678862511
498,svetlyy,54.675,20.1347,2.03,84,15,7.53,RU,1678862512
499,morondava,-20.2833,44.2833,23.8,89,100,4.71,MG,1678862512
500,tuatapere,-46.1333,167.6833,13.99,79,75,1.47,NZ,1678862513
501,lichuan,30.3,108.85,18.39,43,12,6.32,CN,1678862514
502,brokopondo,4.75,-55.1667,22.14,92,25,2.59,SR,1678862514
503,amursk,50.2261,136.8994,-2.51,97,100,3.25,RU,1678862236
504,sturgeon bay,44.8342,-87.377,-4.78,68,0,2.06,US,1678862515
505,lianzhou,24.7811,112.3825,28.57,41,98,0.77,CN,1678862516
506,pisco,-13.7,-76.2167,25.03,88,75,2.06,PE,1678862092
507,sumbawanga,-7.9667,31.6167,14.38,99,100,1.1,TZ,1678862517
508,alofi,-19.0595,-169.9187,25.94,94,100,1.54,NU,1678862518
509,el tigre,8.8875,-64.2454,21.37,75,96,5.35,VE,1678862518
510,bukachacha,52.9833,116.9167,-5.09,60,100,4.15,RU,1678862519
511,ornskoldsvik,63.2909,18.7153,-11.47,100,75,2.06,SE,1678862130
512,khani,41.9563,42.9566,11.76,52,99,3.14,GE,1678862520
513,la ronge,55.1001,-105.2842,-14.86,85,75,2.06,CA,1678862520
514,abrau-dyurso,44.69,37.59,7.7,71,98,0.67,RU,1678862521
515,saint-leu,-21.15,55.2833,28.51,87,19,2.64,RE,1678862522
516,luderitz,-26.6481,15.1594,18.83,62,0,3.39,NA,1678862523
517,whitehorse,60.7161,-135.0538,-15.57,68,75,2.57,CA,1678862524
518,lompoc,34.6391,-120.4579,15.08,84,100,5.66,US,1678862526
519,port blair,11.6667,92.75,31.02,62,40,2.06,IN,1678862109
520,teya,60.3778,92.6267,-0.02,89,100,3.87,RU,1678862527
521,ambilobe,-13.2,49.05,29.43,69,67,0.37,MG,1678862528
522,gat,31.61,34.7642,13.55,100,84,6.29,IL,1678862464
523,codajas,-3.8367,-62.0569,22.25,98,100,1.1,BR,1678862529
524,chai badan,15.2,101.1333,36.97,25,95,1.76,TH,1678862530
525,sakakah,29.9697,40.2064,14.76,52,6,5.37,SA,1678862446
526,srivardhan,18.0333,73.0167,30.69,47,99,3.64,IN,1678862532
527,tautira,-17.7333,-149.15,28.18,76,98,5.16,PF,1678862533
528,pacific grove,36.6177,-121.9166,10.06,91,100,5.36,US,1678862431
529,ipixuna,-1.7625,-48.8043,22.45,99,100,1.16,BR,1678862535
530,tsabong,-26.0217,22.401,26.85,34,89,2.49,BW,1678862536
531,juegang,32.3174,121.1855,10.84,80,10,10.0,CN,1678862537
532,deputatskiy,69.3,139.9,-15.65,81,100,0.85,RU,1678862538
533,vestmannaeyjar,63.4427,-20.2734,-4.78,55,27,3.3,IS,1678862539
534,peniche,39.3558,-9.3811,9.6,96,8,3.42,PT,1678862540
535,grindavik,63.8424,-22.4338,-7.74,57,20,9.77,IS,1678862540
536,panjab,34.388,67.0233,4.65,81,99,1.57,AF,1678862541
537,abatskoye,56.2875,70.4555,-2.48,89,100,10.36,RU,1678862542
538,petropavlovsk-kamchatskiy,53.0452,158.6483,-0.67,74,75,3.0,RU,1678862543
539,duluth,46.7833,-92.1066,-2.68,60,100,6.69,US,1678862544
540,shache,38.4167,77.2406,17.9,17,6,2.9,CN,1678862545
541,dabola,10.75,-11.1167,22.48,76,5,1.96,GN,1678862546
542,omboue,-1.5746,9.2618,27.04,84,89,1.67,GA,1678862546
543,paita,-5.0892,-81.1144,25.25,85,100,3.3,PE,1678861981
544,gizo,-8.103,156.8419,28.29,76,94,3.99,SB,1678862548
545,coquimbo,-29.9533,-71.3436,16.85,100,0,0.51,CL,1678862549
546,viransehir,37.2353,39.7631,12.83,93,100,5.74,TR,1678862550
547,kishtwar,33.3167,75.7667,18.82,35,48,1.64,IN,1678862551
548,moulins,46.5,3.3333,2.96,93,99,0.7,FR,1678862552
549,chumikan,54.7183,135.315,-6.68,92,100,6.48,RU,1678862553
550,marathon,44.9,-89.7668,-6.26,71,20,3.09,US,1678862321
551,touros,-5.1989,-35.4608,24.88,85,100,0.38,BR,1678862371
552,mangrol,21.1167,70.1167,30.94,37,100,1.35,IN,1678862555
553,owando,-0.4819,15.8999,25.75,72,99,0.79,CG,1678862556
554,belmonte,-15.8631,-38.8828,24.02,84,98,1.79,BR,1678862045
555,koumac,-20.5667,164.2833,24.34,89,100,1.05,NC,1678862558
556,dasoguz,41.8363,59.9666,10.97,71,0,9.26,TM,1678862559
557,rantauprapat,2.1,99.8333,29.86,67,88,1.33,ID,1678862560
558,dali,25.7,100.1833,22.56,22,36,4.58,CN,1678862560
559,vila velha,-20.3297,-40.2925,23.97,96,100,2.57,BR,1678861867
560,jega,12.2175,4.3792,24.41,11,0,3.3,NG,1678862562
561,vanimo,-2.6741,141.3028,28.03,73,43,2.3,PG,1678862562
562,mahina,-17.5065,-149.489,26.87,89,40,6.17,PF,1678862563
563,santa ines,-3.6667,-45.38,21.64,99,100,1.06,BR,1678862301
564,tutoia,-2.7619,-42.2744,23.71,91,100,2.23,BR,1678862564
565,mayya,61.7333,130.2811,-4.38,84,100,2.91,RU,1678862565
566,tchibanga,-2.85,11.0333,24.86,91,70,0.4,GA,1678862566
567,shingu,33.7333,135.9833,15.87,57,8,2.36,JP,1678862567
568,murud,18.3258,72.965,31.11,46,100,3.7,IN,1678862158
